vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,"Visual Key Event 1(non-visual): The hosts introduce themselves and the 2019 Dodge Challenger r/t scat pack they will be driving from New Hampshire to Portland, Maine.",F,F
,"Visual Key Event 2(visual): The hosts show the car and discuss its features, comparing it to a ""neutered Hellcat.""",T,T
,"Visual Key Event 3(visual): The hosts discuss the car's horsepower and cost, highlighting that it is the cheapest, most powerful muscle car available.",T,F
,"Visual Key Event 4(non-visual): The hosts discuss the car's performance on a track, explaining that more rubber on the ground means more power to the ground and a better suspension setup.",F,F
,Visual Key Event 5(visual): The hosts let the audience listen to the sound of the scat pack.,T,T
,Visual Key Event 6(non-visual): The hosts discuss the Hellcat and the changes made to its suspension to make it a track-worthy beast.,F,F
,Visual Key Event 7(non-visual): The hosts discuss the tuning and adjustments made to the car to improve its track performance.,F,F
,Visual Key Event 8(visual): The hosts discuss the car's lack of a supercharger and the difference it makes in the driving experience.,T,F
,Visual Key Event 9(non-visual): The hosts discuss the cost of the car and the additional cost of the wide-body package.,F,F
,"Visual Key Event 10(visual): The hosts show the interior of the car, pointing out the differences between this model and the Hellcat.",T,T
,Visual Key Event 11(non-visual): The hosts discuss the design of the car and its long and storied history.,F,F
,"Visual Key Event 12(visual): The hosts discuss the car's color options, showing several examples.",T,F
,"Visual Key Event 13(non-visual): The hosts conclude their journey, encouraging viewers to follow their route on the Drive Line app and check out their website for more reviews.",F,F
5N8WyIVcseM.txt
,Visual Key Event 1(non-visual): John introduces himself and explains that he will be showing how to make money online with the Super Affiliate Network.,F,F
,"Visual Key Event 2(non-visual): John explains the benefits of the Super Affiliate Network, including high ticket commissions and free training.",F,F
,Visual Key Event 3(non-visual): John invites viewers to follow along on his computer as he goes through the pros and cons of the Super Affiliate Network.,F,F
,Visual Key Event 4(visual): John navigates to the Super Affiliate Network website and begins to explain its features.,T,T
,"Visual Key Event 5(visual): John shows the dashboard of the Super Affiliate Network, explaining that it is free to join and accessible from anywhere in the world.",T,T
,Visual Key Event 6(visual): John explains the concept of leads and how they can turn into money over time.,T,F
,Visual Key Event 7(visual): John shows where to get links to promote the program and demonstrates how to generate a link.,T,T
,Visual Key Event 8(non-visual): John discusses the importance of promoting a program with a strong community.,F,F
,"Visual Key Event 9(non-visual): John explains some important terms related to affiliate marketing, such as affiliate link and leads.",F,F
,Visual Key Event 10(non-visual): John discusses the concept of high ticket commissions and the pros and cons of high ticket programs.,F,F
,Visual Key Event 11(non-visual): John provides resources for free traffic methods and link posting software.,F,F
,"Visual Key Event 12(non-visual): John goes over the pros and cons of the Super Affiliate Network, emphasizing the low cash out limit and the lack of many downsides.",F,F
,Visual Key Event 13(non-visual): John encourages viewers to sign up for all affiliate networks to increase their chances of approval.,F,F
,"Visual Key Event 14(non-visual): John concludes the video, expressing his hope to help viewers make money online and inviting them to send testimonial videos once they do.",F,F
fpgVDVjwUs4.txt
,"Visual Key Event 1(non-visual): The speaker introduces the video, explaining that it will cover the basic disassembly and reassembly of the Remington Model 31 shotgun.",F,F
,Visual Key Event 2(visual): The speaker begins the disassembly process by pressing the action release button and accessing the barrel lock.,T,T
,Visual Key Event 3(visual): The speaker removes the trigger group by punching out the pin from the right side.,T,T
,Visual Key Event 4(visual): The speaker fully removes the trigger group by pulling the action forward.,T,T
,Visual Key Event 5(non-visual): The speaker mentions that they will not disassemble the trigger group in this video.,F,F
,"Visual Key Event 6(visual): The speaker pulls out the cartridge stops, noting that there are two of them in this model.",T,T
,Visual Key Event 7(visual): The speaker begins the process of removing the slide and the breech block.,T,T
,Visual Key Event 8(visual): The speaker removes the slide by freeing it up from the action bar.,T,T
,"Visual Key Event 9(visual): The speaker removes the carrier, noting that the breech block is holding down the ejector.",T,T
,"Visual Key Event 10(visual): The speaker removes the breech block, noting that it has two extractors.",T,T
,Visual Key Event 11(non-visual): The speaker advises viewers to familiarize themselves with how the parts fit together before attempting reassembly.,F,F
,Visual Key Event 12(visual): The speaker shows the empty receiver and how the ejector should look when being reinserted.,T,T
,Visual Key Event 13(visual): The speaker begins the reassembly process by inserting the ejector.,T,T
,"Visual Key Event 14(visual): The speaker slides in the breech block, holding down the ejector spring.",T,T
,"Visual Key Event 15(visual): The speaker inserts the carrier, making sure it clears either side of the breech block.",T,T
,Visual Key Event 16(visual): The speaker positions the breech block and slide for reassembly.,T,T
,Visual Key Event 17(visual): The speaker attaches the action bar to the slide.,T,T
,"Visual Key Event 18(non-visual): The speaker acknowledges the difficulty of reassembling the slide, breech block, and action bar.",F,F
,Visual Key Event 19(visual): The speaker inserts the cartridge stops.,T,T
,Visual Key Event 20(visual): The speaker inserts the second cartridge stop.,T,T
,Visual Key Event 21(visual): The speaker moves the action forward and aligns the notches to insert the trigger group.,T,T
,Visual Key Event 22(visual): The speaker inserts the trigger group pin.,T,T
,"Visual Key Event 23(non-visual): The speaker explains how to disassemble the magazine, but does not demonstrate it in this video.",F,F
,Visual Key Event 24(visual): The speaker reattaches the barrel and secures it with the barrel lock.,T,T
,"Visual Key Event 25(non-visual): The speaker concludes the video, summarizing what was covered and inviting viewers to leave comments.",F,F
kMsWyPjRUZE.txt
,"Visual Key Event 1(non-visual): The speaker is introduced to Fiona, the owner of a shop in the village of Lara.",F,F
,"Visual Key Event 2(visual): Fiona recommends visiting Glendalock, a nearby valley famous for its sixth-century monastery and a tall round tower dating back a thousand years.",T,T
,"Visual Key Event 3(visual): Fiona explains the tradition of the Celtic Cross, where if one can reach their arms around it and touch their fingers, their wish will be granted.",T,F
,"Visual Key Event 4(visual): Fiona describes the beautiful location of Glendalock, named after the two small lakes found there.",T,F
,"Visual Key Event 5(visual): Fiona points out the modern-day Saint Catherine's Church in the village and mentions another church, St. Kevin's, in the valley.",T,T
,Visual Key Event 6(non-visual): The speaker thanks Fiona for her information and prepares to make a purchase.,F,F
,"Visual Key Event 7(visual): The speaker visits St. Kevin's Church, comparing it to the older church in Glendarrick.",T,T
,"Visual Key Event 8(visual): The speaker tours the grounds of St. Kevin's Church, admiring the cemetery, shrine, and stonework.",T,T
,"Visual Key Event 9(visual): The speaker enters St. Kevin's Church, describing the white walls, simple decorations, and stained-glass windows.",T,T
,Visual Key Event 10(visual): The speaker admires the simplicity of the architecture and decorations inside St. Kevin's Church.,T,F
,Visual Key Event 11(visual): The speaker examines an icon and a baptismal font featuring images made from local pottery.,T,T
,Visual Key Event 12(non-visual): The speaker reads a prayer from a card featuring an image of St. Laurence holding a basket of bread.,F,F
,"Visual Key Event 13(visual): The speaker observes an image of St. Kevin sitting outside a cave, reminiscent of his monastic life, and mentions the historic significance of the area.",T,T
